Minimum charge required by PS: 18.2669 	 corresponding to sample 93
EVs  From  To  Dist #Evs
 112    5    4 4.0000   13
 113    5    4 4.0000   13
 114   10   11 18.2750    7
 115    3    4 16.2750   13
 116    4    2 16.7500   13
 117    4    5 4.0000   13
 118    2    5 16.5750   13
 119   10   11 18.2750    7
 120   10   11 18.2750   13
 121   13    6 12.3750   13
 122    9   14 25.7500    7
 123    5    2 16.5750   13
 124    9   10 8.0500   13
 125   10    9 8.0500   13
 126   11   10 18.2750    7
 127    2    3 18.8500   13
 128    6   13 12.3750   13
 129    5    2 16.5750    7
 130   13   14 33.2500    7
 131    4    5 4.0000   13
 132    3    4 16.2750    7
 133    2    5 16.5750    7
 134    6   12 24.3750    7
 135    2    5 16.5750   13
 136    4    2 16.7500   13
 137    2    5 16.5750    7
 138    9   10 8.0500   13
 139    3    2 18.8500    7
 140    4    2 16.7500    7
 141    3    4 16.2750    7
 142   13    6 12.3750   13
 143    5    2 16.5750   13
 144   14   13 33.2500    7
 145    9   10 8.0500   13
 146   12   13 19.0500   13
 147   10   11 18.2750   13
 148    2    5 16.5750   13
 149   13   12 19.0500    7
 150    5    4 4.0000   13
 151   12   13 19.0500    7
 152    3    4 16.2750    7
 153   11    6 18.9500    7
 154    6   11 18.9500    7
 155    4    5 4.0000   13
 156    3    2 18.8500    7
 157   13   12 19.0500    7
 158    4    5 4.0000   13
 159    4    5 4.0000   13
 160    5    4 4.0000   13
 161    2    4 16.7500   13
 162    3    2 18.8500    7
 163    5    2 16.5750   13
 164   10    9 8.0500   13
 165   10    9 8.0500   13
 166    6   11 18.9500   13
 167   12   13 19.0500    7
 168   11    6 18.9500   13
 169    2    3 18.8500    7
 170   10    9 8.0500   13
 171   14   13 33.2500    7
 172   13    6 12.3750   13
 173   10    9 8.0500   13
 174    9   10 8.0500   13
 175   10    9 8.0500   13
 176   10   11 18.2750    7
 177   11   10 18.2750    7
 178    5    2 16.5750   13
 179   11    6 18.9500    7
 180   13    6 12.3750   13
 181   14   13 33.2500    7
 182    5    4 4.0000   13
 183   14    9 25.7500    7
 184    6   12 24.3750    7
 185   11    6 18.9500    7
 186   11   10 18.2750    7
 187   14    9 25.7500    7
 188    5    4 4.0000   13
 189    2    3 18.8500   13
 190    5    4 4.0000   13
 191   10    9 8.0500   13
 192    2    3 18.8500    7
 193    6   12 24.3750    7
 194    9   10 8.0500   13
 195   14    9 25.7500    7
 196   14   13 33.2500    7
 197    6   11 18.9500    7
 198   14    9 25.7500    7
 199    9   14 25.7500    7
 200   14    9 25.7500    7
 201    5    4 4.0000   13
 202    6   12 24.3750    7
 203    6   13 12.3750   13
 204   13    6 12.3750   13
 205   11   10 18.2750   13
 206   14   13 33.2500    7
 207    3    4 16.2750    7
 208    5    4 4.0000   13
 209   12   13 19.0500   13
 210   10   11 18.2750    7
 211    4    3 16.2750   13
 212   14    9 25.7500    7
 213   12    6 24.3750    7
 214    9   10 8.0500   13
 215    4    2 16.7500   13
 216    9   10 8.0500   13
 217   12    6 24.3750    7
 218   12    6 24.3750    7
 219    6   11 18.9500   13
 220    5    2 16.5750   13
 221   10    9 8.0500   13
 222   12   13 19.0500    7
 223    6   11 18.9500    7
 224    6   11 18.9500    7
 225   14    9 25.7500    7
 226    5    4 4.0000   13
 227    6   12 24.3750    7
 228   14   13 33.2500    7
 229   12    6 24.3750    7
 230   13    6 12.3750   13
 231    6   11 18.9500   13
 232   10   11 18.2750    7
 233   11   10 18.2750    7
 234    3    2 18.8500    7
 235    2    3 18.8500   13
 236   10   11 18.2750   13
 237   10    9 8.0500   13
 238   13   12 19.0500    7
 239    4    5 4.0000   13
 240   10   11 18.2750   13
 241   13    6 12.3750   13
 242    9   14 25.7500    7
 243    4    2 16.7500   13
 244    9   10 8.0500   13
 245    5    2 16.5750   13
 246   12   13 19.0500    7
 247    9   10 8.0500   13
 248    4    2 16.7500    7
 249    2    5 16.5750    7
 250    6   11 18.9500   13
